1523362608410,acc,0.0504608,-0.163025,-0.977936
1523362608412,gyro,0.14755,0.0336834,0.00793143
1523362608413,mag,104.787,275.859,80.595
1523362608413,ori,1.88042,8.66587,20.6447
1523362608419,acc,0.0476532,-0.168976,-0.961884
1523362608420,gyro,0.100599,-0.00710665,0.0182064
1523362608420,mag,105.013,276.085,80.5168
1523362608421,ori,1.87241,8.69714,20.6532
1523362608427,acc,0.0349121,-0.16774,-0.980789
1523362608428,gyro,0.0885376,-0.0708521,-0.0162453
1523362608428,mag,105.013,276.085,80.5168
1523362608429,ori,1.85308,8.74587,20.6661
1523362608434,gps,39.9904521931196,116.30725146336
1523362608439,gps,39.9904521931196,116.30725146336
1523362608440,acc,0.0130463,-0.182648,-1.00302
1523362608440,gyro,0.132825,-0.0800181,-0.0458514
1523362608441,mag,105.239,276.085,81.1886
1523362608441,ori,1.81621,8.80103,20.6553
1523362608447,acc,-0.00326538,-0.175751,-0.983902
1523362608448,gyro,0.17882,-0.022007,-0.0808368
1523362608448,mag,105.239,276.085,81.1886
1523362608448,ori,1.7992,8.89149,20.6265
1523362608458,acc,0.00291443,-0.162323,-0.976471
1523362608459,gyro,0.18246,-0.0216752,-0.124818
1523362608459,mag,105.312,275.936,80.4377
1523362608459,ori,1.81294,8.99415,20.574
1523362608467,acc,0.0308075,-0.170303,-0.958649
1523362608468,gyro,0.150464,-0.0260042,-0.136953
1523362608468,mag,105.312,275.936,80.4377
1523362608468,ori,1.83318,9.08961,20.4988
1523362608477,acc,0.0495453,-0.178024,-0.951874
1523362608478,gyro,0.110607,-0.0167097,-0.122332
1523362608478,mag,104.938,275.859,80.9679
1523362608479,ori,1.85639,9.16605,20.4215
1523362608487,acc,0.0512695,-0.174347,-0.955994
1523362608487,gyro,0.0609563,0.00635244,-0.102449
1523362608488,mag,104.938,275.859,80.9679
1523362608488,ori,1.88349,9.22546,20.3552
1523362608497,acc,0.0488892,-0.169205,-0.963821
1523362608498,gyro,0.0102007,0.041169,-0.0879506
1523362608498,mag,105.013,276.009,80.5918
1523362608499,ori,1.92412,9.26105,20.3006
1523362608507,acc,0.0500793,-0.170807,-0.98381
1523362608508,gyro,-0.0156655,0.0462903,-0.0764066
1523362608508,mag,105.013,276.009,80.5918
1523362608509,ori,1.96864,9.26699,20.2562
1523362608517,acc,0.053299,-0.175659,-0.985748
1523362608518,gyro,-0.0275339,0.0461728,-0.0679386
1523362608518,mag,104.713,275.933,80.8961
1523362608518,ori,1.99769,9.26929,20.2211
1523362608527,acc,0.0519257,-0.171722,-0.996964
1523362608528,gyro,-0.0370664,0.0194272,-0.0594354
1523362608528,mag,104.713,275.933,80.8961
1523362608529,ori,2.01291,9.26152,20.1931
1523362608533,gps,39.9901254999602,116.306864733493
1523362608537,acc,0.0506744,-0.174332,-1.01578
1523362608538,gyro,-0.0205055,-0.0336962,-0.0699802
1523362608538,mag,104.861,275.559,80.9692
1523362608539,ori,2.01156,9.24429,20.1678
1523362608547,acc,0.0509949,-0.185303,-1.01776
1523362608548,gyro,-0.00274119,-0.0920727,-0.090173
1523362608548,mag,104.861,275.559,80.9692
1523362608548,ori,2.00002,9.24467,20.13
1523362608558,acc,0.0477753,-0.192078,-1.03268
1523362608558,gyro,0.0165619,-0.191876,-0.127511
1523362608559,mag,104.86,275.635,79.8441
1523362608559,ori,1.9642,9.25891,20.0762
1523362608567,gps,39.9898528787698,116.306542012451
1523362608568,acc,0.0373993,-0.188904,-1.04547
1523362608569,gyro,0.0540968,-0.292652,-0.165735
1523362608569,mag,104.86,275.635,79.8441
1523362608570,ori,1.87716,9.28412,19.9991
1523362608577,acc,0.0516815,-0.168579,-1.04552
1523362608578,gyro,0.073438,-0.406353,-0.196625
1523362608578,mag,104.711,275.483,80.6713
1523362608579,ori,1.73068,9.32355,19.9003
1523362608587,acc,0.0781403,-0.179733,-1.02794
1523362608588,gyro,0.0592457,-0.49474,-0.21391
1523362608588,mag,104.711,275.483,80.6713
1523362608589,ori,1.52709,9.36893,19.7847
1523362608597,acc,0.106186,-0.200119,-1.01843
1523362608598,gyro,0.00866459,-0.634691,-0.197188
1523362608598,mag,104.412,275.783,80.4503
1523362608599,ori,1.2719,9.40207,19.6643
1523362608607,acc,0.10025,-0.197632,-1.03557
1523362608608,gyro,-0.0457512,-0.831104,-0.184775
1523362608608,mag,104.412,275.783,80.4503
1523362608609,ori,0.92511,9.40013,19.5547
1523362608617,gps,39.9896247243132,116.306271929837
1523362608618,acc,0.0809784,-0.184479,-1.1116
1523362608619,gyro,-0.0228212,-1.057,-0.170488
1523362608619,mag,103.964,275.93,81.8065
1523362608619,ori,0.459253,9.37551,19.4531
1523362608627,acc,0.0810547,-0.172394,-1.1955
1523362608628,gyro,0.135098,-1.40037,-0.176248
1523362608628,mag,103.964,275.93,81.8065
1523362608629,ori,-0.148924,9.3858,19.3566
1523362608636,gps,39.9894350138669,116.306047356125
1523362608642,acc,0.121933,-0.208145,-1.17029
1523362608642,gyro,0.399319,-1.7128,-0.117593
1523362608643,mag,103.438,275.478,82.1891
1523362608643,ori,-1.46702,9.61853,19.2351
1523362608647,acc,0.139969,-0.256699,-1.14485
1523362608647,gyro,0.657695,-1.68304,0.0664704
1523362608648,mag,103.438,275.478,82.1891
1523362608648,ori,-1.9592,9.77219,19.2327
1523362608658,acc,0.0848999,-0.22049,-1.07239
1523362608659,gyro,0.825289,-1.40334,0.253796
1523362608659,mag,102.988,275.251,82.6456
1523362608660,ori,-2.89378,10.1773,19.3242
1523362608667,acc,0.00852966,-0.13382,-1.01561
1523362608668,gyro,0.786232,-1.19335,0.367113
1523362608668,mag,102.988,275.251,82.6456
1523362608668,ori,-3.68534,10.644,19.5251
1523362608677,acc,0.00491333,-0.0794983,-1.00038
1523362608677,gyro,0.619498,-1.33818,0.541549
1523362608678,mag,101.641,275.772,83.0392
1523362608678,ori,-4.41579,11.0585,19.7889
1523362608687,acc,0.0512848,-0.167221,-1.07845
1523362608688,gyro,0.512788,-1.77303,0.930372
1523362608688,mag,101.641,275.772,83.0392
1523362608688,ori,-5.30769,11.3562,20.2086
1523362608697,acc,-0.0581512,-0.268356,-1.07498
1523362608698,gyro,0.432533,-1.69168,0.527984
1523362608698,mag,101.266,275.62,83.9445
1523362608699,ori,-6.42159,11.5958,20.7419
